Date,Open,High,Low,Close,Volume
2014-06-01,35.58119011632303,36.15899036710339,35.010522026162135,35.42425537109375,155100
2014-07-01,35.60258349741879,35.95925133559015,34.054646385911724,34.07533264160156,157000
2014-08-01,33.89057931078855,34.44698303017993,33.006044530069715,34.190181732177734,3587600
2014-09-01,34.14025119280556,34.53258533132701,32.65936594697296,32.784912109375,1289300
2014-10-01,32.578037754373405,32.64937295190497,29.61698350258022,32.0501708984375,929500
2014-11-01,31.964572788364237,33.02744142731403,31.508035667562268,32.7349739074707,1543200
2014-12-01,32.9061793254201,32.9061793254201,30.516502900014178,31.20130729675293,1833200
2015-01-01,31.37630243020235,32.59689138073616,29.933134608447883,31.606060028076172,5261400
2015-02-01,31.59888137215924,33.65952394852227,31.527083143537105,33.50874328613281,1646700
2015-03-01,33.45847667675371,33.92517327773217,31.778372747728024,32.66150665283203,2835900
2015-04-01,32.94152810432015,34.65753137874305,32.70458903851616,34.14057540893555,1893100
2015-05-01,34.24827033175851,35.26064046109878,33.63797457275545,34.2410888671875,1421400
2015-06-01,34.133389376174655,34.98636490042702,32.309686418751745,32.53944396972656,1175100
2015-07-01,33.671447202024474,34.92260198941253,31.754472955462173,33.971431732177734,3886700
2015-08-01,34.13972727921134,34.359227754365904,30.209928295122,31.710582733154297,1711000
2015-09-01,31.132563169395215,32.44956883231992,29.698490398457203,30.46674346923828,2077200
2015-10-01,30.656972375548023,32.72028143509265,30.232602459918578,32.10567855834961,3302500
2015-11-01,32.420295805092024,32.66028289609224,30.986220612121492,31.995925903320312,2018500
2015-12-01,32.15689770038503,32.186165170833384,30.23260478044951,30.905742645263672,7171200
2016-01-01,30.444146236197824,30.701959066019246,27.20305540729058,29.258201599121094,4057100
2016-02-01,29.01511430930517,29.324492470116382,27.033631220824933,28.36689567565918,4127500
2016-03-01,28.830963106864775,30.66144246391174,28.772035669609036,30.259990692138672,2588500
2016-04-01,29.714895025589296,31.585888091635525,29.35690194821041,31.232315063476562,2025400
2016-05-01,31.379635549821334,31.49602081463369,30.053735970664558,31.092357635498047,2237100
2016-06-01,30.90820529645851,31.71111161734603,26.74635369989007,29.088777542114258,3941100
2016-07-01,29.872895855965556,30.84504680442677,28.26771671720104,30.762149810791016,4967700
2016-08-01,30.573750113340793,31.523293883248698,30.151730340629,30.89780044555664,2653200
2016-09-01,31.123883626066053,31.900098673577553,30.430568457170043,31.1766357421875,1654600
2016-10-01,31.138951028558346,31.357497116978916,29.880432355164356,30.1517276763916,1978900
2016-11-01,30.257237636008618,30.31752453262992,29.12908986808635,29.511167526245117,3770900
2016-12-01,29.601598016719436,31.02591074388036,29.345372249018173,30.664180755615234,5609800
2017-01-01,31.084472985364254,32.194360556344165,30.964361070169687,31.859874725341797,3221900
2017-02-01,31.981503242754993,32.354001231405306,31.58620026089524,32.05752182006836,2246500
2017-03-01,32.27037635932099,33.585517356401,32.057519140772584,33.42587661743164,17555800
2017-04-01,33.37266779157355,34.85885223497546,33.01537407733727,34.737220764160156,6026100
2017-05-01,34.938675002198806,36.58070142032002,34.817043523075874,36.42866134643555,9306400
2017-06-01,36.49707967887848,36.88478201699861,35.31573504723956,35.630455017089844,9986400
2017-07-01,36.22834320389619,37.34139854527842,35.9423511280509,37.24864196777344,4509000
2017-08-01,37.54235564780462,37.64284044015467,36.6070825111315,37.22544479370117,9014300
2017-09-01,37.40322259648708,38.41656535866513,36.96263929964165,38.400333404541016,13394600
2017-10-01,38.230283096923785,38.89502364293785,38.06796355389725,38.48535919189453,24616400
2017-11-01,38.724972552561084,38.83318852882221,37.51298369399185,38.64767837524414,8160700
2017-12-01,38.50854686547551,39.018696106964086,38.145257741727136,38.77907943725586,6054500
2018-01-01,39.34084889975457,42.16095388026702,39.26663466973715,41.411006927490234,8039100
2018-02-01,41.301637397909424,41.520373275368385,37.38786515995862,38.94243621826172,9888000
2018-03-01,38.70807552041468,39.63378941255206,37.97375587577333,38.80963134765625,7523200
2018-04-01,38.72369728816293,40.278271084295724,38.02062311302513,39.6064453125,5107300
2018-05-01,39.5048941051934,40.35639382563015,37.965944331006554,38.68464279174805,5304200
2018-06-01,39.020561212165084,39.60411024584977,36.5832417438173,37.16913604736328,7843000
2018-07-01,37.703031279924694,39.61741883741653,37.654970228964494,39.433189392089844,6411300
2018-08-01,39.30502215429809,39.32104250156498,37.010161644662595,38.48800277709961,6090200
2018-09-01,38.287760509929896,39.28981005240543,37.30253187703999,38.41592025756836,6369700
2018-10-01,38.60816264715718,38.64821199666158,34.26674532723708,35.388145446777344,10779600
2018-11-01,35.86873567284079,36.57361567651414,34.4229321757295,35.17186737060547,18745400
2018-12-01,35.60440953519754,35.60440953519754,31.91180330637341,33.10529327392578,31497000
2019-01-01,32.95648241054656,35.73380370111516,32.883819782719904,35.580406188964844,18865500
2019-02-01,35.61271119780765,36.904488182332,35.01526241756559,36.74301528930664,9543500
2019-03-01,37.04981230014222,38.026718806119824,36.07290579416461,37.03366470336914,12464000
2019-04-01,37.39698674421577,38.57573386788409,37.34047168211112,38.511146545410156,15567900
2019-05-01,38.55958106234864,38.60802385754497,36.089057024285886,36.307044982910156,11194700
2019-06-01,36.38777362473669,38.08323112653441,36.30703872649449,37.6230354309082,12204400
2019-07-01,38.95570616941704,39.113286124331026,37.305250162427846,37.57894515991211,18827400
2019-08-01,37.57894977233861,37.90074739800275,35.646506180971286,36.973506927490234,16601500
2019-09-01,36.69981212991954,38.47882035180696,36.66663639918783,37.93558120727539,8475700
2019-10-01,37.811161005305074,39.53625729010386,36.450988143645645,39.37867736816406,6806000
2019-11-01,39.54456131698014,40.14585633441089,39.46991751392289,39.876312255859375,14371300
2019-12-01,39.83484449233769,41.493593003882864,39.13816999093624,41.36089324951172,9021500
2020-01-01,41.912509163793025,42.050459340397715,40.240356430070015,40.415931701660156,12243900
2020-02-01,40.39085256370351,41.82054246106684,36.252273691365815,37.163597106933594,13342700
2020-03-01,37.23884393798664,38.90263420207723,25.8514825715291,31.0017147064209,40815000
2020-04-01,30.031862170135966,33.80256844649069,29.27103278858125,32.991573333740234,12687600
2020-05-01,32.531723536511194,35.30749615632287,31.06859024398611,34.9145393371582,13616100
2020-06-01,35.140290218521656,38.20032972775807,34.730614566858335,35.75062561035156,14987600
2020-07-01,36.23732064682358,38.95045379910259,36.23732064682358,37.49214553833008,9160700
2020-08-01,37.93302536244649,39.68808454836994,37.82280333229548,39.196327209472656,9513000
2020-09-01,39.14545624363462,39.713520665856535,36.77146334860592,37.907588958740234,5422200
2020-10-01,38.221298355158616,39.69656398930196,35.635338464068425,35.94904708862305,11229000
2020-11-01,36.37297200225876,42.64709554519666,36.1711802064547,41.84163284301758,8767600
2020-12-01,42.48600445016872,44.32584780957238,42.0366424421559,43.47799301147461,12093300
2021-01-01,45.142299954973694,45.80162451538711,43.26707717760277,43.489707946777344,7173600
2021-02-01,44.114777489263595,46.2725658914245,43.875024311154185,44.72272491455078,6441700
2021-03-01,45.15086100157283,46.69213761945635,44.40591123510105,46.21263122558594,9484400
2021-04-01,46.538013062248474,49.24381100712957,46.520890632398384,48.43892288208008,16866000
2021-05-01,48.90987261988517,50.65665460147929,47.946574165293356,50.52821350097656,18543000
2021-06-01,51.110470252894615,51.298849648187755,48.70864602847762,49.046871185302734,16339400
2021-07-01,49.90687765433549,51.06265073339077,48.15148996198634,50.6368408203125,12901200
2021-08-01,50.940991033342584,51.992487927918724,50.3848292495918,51.53191375732422,9604800
2021-09-01,51.86213502444594,52.23580683700532,48.60337153002274,48.71634292602539,12183900
2021-10-01,48.90752352660598,51.57536442138086,48.12542224394391,51.166934967041016,14392400
2021-11-01,51.384184959881104,52.188012645088065,48.31659992822001,48.76848220825195,19267200
2021-12-01,49.36809853507693,50.88016302923101,48.212322089730634,50.54125213623047,15864500
2022-01-01,51.697393402199424,52.11594429632551,47.44141393438957,49.46807098388672,34522000
2022-02-01,49.908649607914654,50.631196887021055,45.27377291306077,46.87747573852539,33931900
2022-03-01,46.58668862462759,48.24326184467039,41.37024987057466,47.05370330810547,60035000
2022-04-01,47.370918353892876,47.69694831011096,43.5819503639328,44.031341552734375,34163600
2022-05-01,43.846293629000655,45.29139138775854,41.04422239580339,44.991798400878906,40929200
2022-06-01,45.02704281482754,45.35307275630377,38.82371090991813,39.61674880981445,36806300
2022-07-01,39.923892657898755,42.6269320228646,38.15790432726426,42.59989929199219,29064700
2022-08-01,42.482773031138805,43.30269489168765,39.383285476199624,39.40130615234375,22305500
2022-09-01,38.68049448953629,41.126745309352955,34.82415933880359,35.626060485839844,38938400
2022-10-01,36.01350166055641,39.23912739409019,34.72505240380809,38.64445877075195,25721300
2022-11-01,39.34725012798482,43.88835809646533,37.50918556301295,43.75320816040039,21036700
2022-12-01,44.31182469449092,44.870451856141386,42.31608053323243,42.79812240600586,17867500
2023-01-01,43.75281656924812,47.58186608715655,43.362652239078024,47.16448211669922,16668900
2023-02-01,47.19170593831466,47.917595382396385,46.02121630539254,46.47489547729492,13519800
2023-03-01,46.91042753123957,47.68621850751498,43.73013553556517,47.52743148803711,22324000
2023-04-01,47.58186818068036,49.73684415109464,47.42761893053654,49.505470275878906,10691100
2023-05-01,49.5599130305168,49.72777557445905,46.493044242553616,46.828765869140625,14205500
2023-06-01,46.95578861634345,48.45293108718043,46.47488985986839,47.75426483154297,12320400
2023-07-01,48.71335765994327,50.45808952652712,46.93149939463195,50.16111373901367,15420200
2023-08-01,49.70637309063362,49.85486099029743,46.96862412161577,48.21221160888672,17407800
2023-09-01,48.53702718187702,48.574150041390844,45.24244951498574,46.08697509765625,18557200
2023-10-01,45.78071433637467,46.84796985530612,43.71580068542792,44.59280776977539,26144600
2023-11-01,44.61137031198581,49.19129906488215,44.46752367198129,48.91752243041992,12619700
2023-12-01,48.87112227030556,51.39077864716637,48.86184332621968,51.06132125854492,14378200
2024-01-01,51.05915728081386,51.78120638877298,49.13682060489106,51.08728790283203,19676600
2024-02-01,51.237327096727114,52.55952007248099,50.09799032996073,52.25007247924805,17823900
2024-03-01,52.437610679387895,54.39745720853402,52.137538791616734,54.24742126464844,15230500
2024-04-01,54.32244379478406,54.58500581568575,51.77182904154733,52.915855407714844,23569600
2024-05-01,52.868968963228205,56.5823613847441,52.681423132647375,56.26353454589844,9891300
2024-06-01,56.28228614626,56.83554434621047,52.90178607552006,53.40346908569336,13877000
2024-07-01,54.98076974116199,56.89926093178605,54.320542518376385,55.86107635498047,18644700
2024-08-01,55.478333950302364,58.2053670649372,52.60777508233161,57.91830825805664,11879700
2024-09-01,57.92788380733039,59.1430876038292,55.40179237055682,58.301055908203125,12080200
2024-10-01,58.214935281170625,58.214935281170625,54.45450278861651,54.827674865722656,22525200
2024-11-01,55.3730823324573,55.5711516051519,52.43554390149567,53.880393981933594,12778500
2024-12-01,53.794277016158745,55.18171095092716,50.96198935217445,51.65092468261719,18371200
2025-01-01,52.414347007824254,56.363834745791394,51.63898391347477,55.67085647583008,13031100
2025-02-01,54.54658173802442,58.888597845295536,54.39150986623635,58.084163665771484,12685600
